FiscalYear,Actual_ReEstimated_Budget,AEA,Dist,DE_District,District Name,Column Name,Fund,Source,Expenditures Per Pupil,Amount,Enrollment Category,Enrollment Category Number
2017,Actual,07,3150,3150,Iowa Falls,genaeaflow,General,AEA Support - Direct to AEA,440,477673,"1,000-2,499",4
2017,Actual,07,3150,3150,Iowa Falls,genendfb,General,Ending Fund Balance,3605,3917535,"1,000-2,499",4
2017,Actual,10,3154,3154,Iowa Valley,geninstr,General,Instruction,8276,4363903,300-599,2
2017,Actual,10,3154,3154,Iowa Valley,genstudsupp,General,Student Support Services,151,79842,300-599,2
2017,Actual,10,3154,3154,Iowa Valley,geninstrsupp,General,Instructional Staff Support Services,422,222474,300-599,2
2017,Actual,10,3154,3154,Iowa Valley,gengenadmin,General,General Administration,342,180082,300-599,2
2017,Actual,10,3154,3154,Iowa Valley,genbldgadmin,General,School/Building Administration,700,369261,300-599,2
2017,Actual,10,3154,3154,Iowa Valley,gencentraladmin,General,Business & Central Administration,199,105176,300-599,2
2017,Actual,10,3154,3154,Iowa Valley,genopermtnc,General,Plant Operation and Maintenance,708,373475,300-599,2
2017,Actual,10,3154,3154,Iowa Valley,gentransp,General,Student Transportation,384,202609,300-599,2
2017,Actual,10,3154,3154,Iowa Valley,genaeaflow,General,AEA Support - Direct to AEA,434,228986,300-599,2
2017,Actual,10,3154,3154,Iowa Valley,genotherfin,General,Transfers Out/Special Items/Down Adj,24,12781,300-599,2
2017,Actual,10,3154,3154,Iowa Valley,genendfb,General,Ending Fund Balance,2010,1059729,300-599,2
2017,Actual,07,3186,3186,Janesville Consolidated,geninstr,General,Instruction,8785,3303871,300-599,2
2017,Actual,07,3186,3186,Janesville Consolidated,genstudsupp,General,Student Support Services,100,37526,300-599,2
2017,Actual,07,3186,3186,Janesville Consolidated,geninstrsupp,General,Instructional Staff Support Services,225,84662,300-599,2
2017,Actual,07,3186,3186,Janesville Consolidated,gengenadmin,General,General Administration,543,204390,300-599,2
2017,Actual,07,3186,3186,Janesville Consolidated,genbldgadmin,General,School/Building Administration,438,164896,300-599,2
2017,Actual,07,3186,3186,Janesville Consolidated,gencentraladmin,General,Business & Central Administration,165,62083,300-599,2
2017,Actual,07,3186,3186,Janesville Consolidated,genopermtnc,General,Plant Operation and Maintenance,548,205934,300-599,2
2017,Actual,07,3186,3186,Janesville Consolidated,gentransp,General,Student Transportation,434,163079,300-599,2
2017,Actual,07,3186,3186,Janesville Consolidated,genaeaflow,General,AEA Support - Direct to AEA,436,163960,300-599,2
2017,Actual,07,3186,3186,Janesville Consolidated,genotherfin,General,Transfers Out/Special Items/Down Adj,62,23445,300-599,2
2017,Actual,07,3186,3186,Janesville Consolidated,genendfb,General,Ending Fund Balance,3560,1339087,300-599,2
2017,Actual,07,3204,3204,Jesup,geninstr,General,Instruction,7486,6620433,600-999,3
2017,Actual,07,3204,3204,Jesup,genstudsupp,General,Student Support Services,185,163533,600-999,3
2017,Actual,07,3204,3204,Jesup,geninstrsupp,General,Instructional Staff Support Services,318,281626,600-999,3
2017,Actual,07,3204,3204,Jesup,gengenadmin,General,General Administration,327,289482,600-999,3
2017,Actual,07,3204,3204,Jesup,genbldgadmin,General,School/Building Administration,621,549436,600-999,3
2017,Actual,07,3204,3204,Jesup,gencentraladmin,General,Business & Central Administration,186,164896,600-999,3
2017,Actual,07,3204,3204,Jesup,genopermtnc,General,Plant Operation and Maintenance,889,786054,600-999,3
2017,Actual,07,3204,3204,Jesup,gentransp,General,Student Transportation,410,362780,600-999,3
2017,Actual,07,3204,3204,Jesup,genaeaflow,General,AEA Support - Direct to AEA,447,395142,600-999,3
2017,Actual,07,3204,3204,Jesup,genendfb,General,Ending Fund Balance,504,446032,600-999,3
2017,Actual,11,3231,3231,Johnston,geninstr,General,Instruction,7702,52036625,"2,500-7,499",5
2017,Actual,11,3231,3231,Johnston,genstudsupp,General,Student Support Services,337,2278378,"2,500-7,499",5
2017,Actual,11,3231,3231,Johnston,geninstrsupp,General,Instructional Staff Support Services,376,2538732,"2,500-7,499",5
2017,Actual,11,3231,3231,Johnston,gengenadmin,General,General Administration,167,1129133,"2,500-7,499",5
2017,Actual,11,3231,3231,Johnston,genbldgadmin,General,School/Building Administration,477,3220912,"2,500-7,499",5
2017,Actual,11,3231,3231,Johnston,gencentraladmin,General,Business & Central Administration,235,1585141,"2,500-7,499",5
2017,Actual,11,3231,3231,Johnston,genopermtnc,General,Plant Operation and Maintenance,744,5026736,"2,500-7,499",5
2017,Actual,11,3231,3231,Johnston,gentransp,General,Student Transportation,511,3451014,"2,500-7,499",5
2017,Actual,11,3231,3231,Johnston,gennoninstr,General,Noninstructional Programs,21,142490,"2,500-7,499",5
2017,Actual,11,3231,3231,Johnston,genaeaflow,General,AEA Support - Direct to AEA,420,2840921,"2,500-7,499",5
2017,Actual,11,3231,3231,Johnston,genendfb,General,Ending Fund Balance,2182,14744019,"2,500-7,499",5
2017,Actual,15,3312,3312,Keokuk,geninstr,General,Instruction,7767,14847375,"1,000-2,499",4
2017,Actual,15,3312,3312,Keokuk,genstudsupp,General,Student Support Services,434,829678,"1,000-2,499",4
2017,Actual,15,3312,3312,Keokuk,geninstrsupp,General,Instructional Staff Support Services,533,1019098,"1,000-2,499",4
2017,Actual,15,3312,3312,Keokuk,gengenadmin,General,General Administration,308,588066,"1,000-2,499",4
2017,Actual,15,3312,3312,Keokuk,genbldgadmin,General,School/Building Administration,669,1279713,"1,000-2,499",4
2017,Actual,15,3312,3312,Keokuk,gencentraladmin,General,Business & Central Administration,289,551592,"1,000-2,499",4
2017,Actual,15,3312,3312,Keokuk,genopermtnc,General,Plant Operation and Maintenance,949,1814718,"1,000-2,499",4
2017,Actual,15,3312,3312,Keokuk,gentransp,General,Student Transportation,251,478844,"1,000-2,499",4
2017,Actual,15,3312,3312,Keokuk,gennoninstr,General,Noninstructional Programs,3,6098,"1,000-2,499",4
2017,Actual,15,3312,3312,Keokuk,genaeaflow,General,AEA Support - Direct to AEA,435,831315,"1,000-2,499",4
2017,Actual,15,3312,3312,Keokuk,genendfb,General,Ending Fund Balance,2192,4189956,"1,000-2,499",4
2017,Actual,15,3330,3330,Keota,geninstr,General,Instruction,9152,2945935,300-599,2
2017,Actual,15,3330,3330,Keota,genstudsupp,General,Student Support Services,109,35032,300-599,2
2017,Actual,15,3330,3330,Keota,geninstrsupp,General,Instructional Staff Support Services,297,95661,300-599,2
2017,Actual,15,3330,3330,Keota,gengenadmin,General,General Administration,375,120568,300-599,2
2017,Actual,15,3330,3330,Keota,genbldgadmin,General,School/Building Administration,767,246807,300-599,2
2017,Actual,15,3330,3330,Keota,gencentraladmin,General,Business & Central Administration,283,91002,300-599,2
2017,Actual,15,3330,3330,Keota,genopermtnc,General,Plant Operation and Maintenance,857,275839,300-599,2
2017,Actual,15,3330,3330,Keota,gentransp,General,Student Transportation,455,146400,300-599,2
2017,Actual,15,3330,3330,Keota,genaeaflow,General,AEA Support - Direct to AEA,413,132816,300-599,2
2017,Actual,15,3330,3330,Keota,genendfb,General,Ending Fund Balance,1939,624317,300-599,2
2017,Actual,12,3348,3348,Kingsley-Pierson,geninstr,General,Instruction,7516,3639098,300-599,2
2017,Actual,12,3348,3348,Kingsley-Pierson,genstudsupp,General,Student Support Services,204,98948,300-599,2
2017,Actual,12,3348,3348,Kingsley-Pierson,geninstrsupp,General,Instructional Staff Support Services,610,295371,300-599,2
2017,Actual,12,3348,3348,Kingsley-Pierson,gengenadmin,General,General Administration,446,215776,300-599,2
2017,Actual,12,3348,3348,Kingsley-Pierson,genbldgadmin,General,School/Building Administration,413,199887,300-599,2
2017,Actual,12,3348,3348,Kingsley-Pierson,gencentraladmin,General,Business & Central Administration,240,116273,300-599,2
2017,Actual,12,3348,3348,Kingsley-Pierson,genopermtnc,General,Plant Operation and Maintenance,898,435040,300-599,2
2017,Actual,12,3348,3348,Kingsley-Pierson,gentransp,General,Student Transportation,403,195211,300-599,2
2017,Actual,12,3348,3348,Kingsley-Pierson,genaeaflow,General,AEA Support - Direct to AEA,438,212110,300-599,2
2017,Actual,12,3348,3348,Kingsley-Pierson,genendfb,General,Ending Fund Balance,2922,1414737,300-599,2
2017,Actual,11,3375,3375,Knoxville,geninstr,General,Instruction,7060,12543448,"1,000-2,499",4
2017,Actual,11,3375,3375,Knoxville,genstudsupp,General,Student Support Services,137,242713,"1,000-2,499",4
2017,Actual,11,3375,3375,Knoxville,geninstrsupp,General,Instructional Staff Support Services,515,914958,"1,000-2,499",4
2017,Actual,11,3375,3375,Knoxville,gengenadmin,General,General Administration,212,376616,"1,000-2,499",4
2017,Actual,11,3375,3375,Knoxville,genbldgadmin,General,School/Building Administration,626,1112300,"1,000-2,499",4
2017,Actual,11,3375,3375,Knoxville,gencentraladmin,General,Business & Central Administration,431,766580,"1,000-2,499",4
2017,Actual,11,3375,3375,Knoxville,genopermtnc,General,Plant Operation and Maintenance,895,1589604,"1,000-2,499",4
2017,Actual,11,3375,3375,Knoxville,gentransp,General,Student Transportation,307,545500,"1,000-2,499",4
2017,Actual,11,3375,3375,Knoxville,genaeaflow,General,AEA Support - Direct to AEA,402,713544,"1,000-2,499",4
2017,Actual,11,3375,3375,Knoxville,genendfb,General,Ending Fund Balance,1543,2740895,"1,000-2,499",4
2017,Actual,07,3420,3420,Lake Mills,geninstr,General,Instruction,8842,5497191,600-999,3
2017,Actual,07,3420,3420,Lake Mills,genstudsupp,General,Student Support Services,239,148563,600-999,3
2017,Actual,07,3420,3420,Lake Mills,geninstrsupp,General,Instructional Staff Support Services,252,156819,600-999,3
2017,Actual,07,3420,3420,Lake Mills,gengenadmin,General,General Administration,404,251358,600-999,3
2017,Actual,07,3420,3420,Lake Mills,genbldgadmin,General,School/Building Administration,475,295166,600-999,3
2017,Actual,07,3420,3420,Lake Mills,gencentraladmin,General,Business & Central Administration,207,128693,600-999,3
2017,Actual,07,3420,3420,Lake Mills,genopermtnc,General,Plant Operation and Maintenance,959,596405,600-999,3
2017,Actual,07,3420,3420,Lake Mills,gentransp,General,Student Transportation,585,363915,600-999,3
2017,Actual,07,3420,3420,Lake Mills,gennoninstr,General,Noninstructional Programs,2,1068,600-999,3
2017,Actual,07,3420,3420,Lake Mills,genaeaflow,General,AEA Support - Direct to AEA,431,268236,600-999,3
2017,Actual,07,3420,3420,Lake Mills,genotherfin,General,Transfers Out/Special Items/Down Adj,144,89447,600-999,3
2017,Actual,07,3420,3420,Lake Mills,genendfb,General,Ending Fund Balance,1331,827515,600-999,3
2017,Actual,13,3465,3465,Lamoni,geninstr,General,Instruction,9384,2671746,<300,1
2017,Actual,13,3465,3465,Lamoni,genstudsupp,General,Student Support Services,412,117375,<300,1
2017,Actual,13,3465,3465,Lamoni,geninstrsupp,General,Instructional Staff Support Services,228,64996,<300,1
2017,Actual,13,3465,3465,Lamoni,gengenadmin,General,General Administration,327,93075,<300,1
2017,Actual,13,3465,3465,Lamoni,genbldgadmin,General,School/Building Administration,1154,328666,<300,1
2017,Actual,13,3465,3465,Lamoni,gencentraladmin,General,Business & Central Administration,377,107306,<300,1
2017,Actual,13,3465,3465,Lamoni,genopermtnc,General,Plant Operation and Maintenance,1456,414553,<300,1
2017,Actual,13,3465,3465,Lamoni,gentransp,General,Student Transportation,506,144160,<300,1
2017,Actual,13,3465,3465,Lamoni,genaeaflow,General,AEA Support - Direct to AEA,457,130083,<300,1
2017,Actual,13,3465,3465,Lamoni,genendfb,General,Ending Fund Balance,485,137960,<300,1
2017,Actual,05,3537,3537,Laurens-Marathon,geninstr,General,Instruction,7650,2418876,300-599,2
2017,Actual,05,3537,3537,Laurens-Marathon,genstudsupp,General,Student Support Services,259,82003,300-599,2
2017,Actual,05,3537,3537,Laurens-Marathon,geninstrsupp,General,Instructional Staff Support Services,190,60005,300-599,2
2017,Actual,05,3537,3537,Laurens-Marathon,gengenadmin,General,General Administration,316,99938,300-599,2
2017,Actual,05,3537,3537,Laurens-Marathon,genbldgadmin,General,School/Building Administration,432,136678,300-599,2
2017,Actual,05,3537,3537,Laurens-Marathon,gencentraladmin,General,Business & Central Administration,295,93379,300-599,2
2017,Actual,05,3537,3537,Laurens-Marathon,genopermtnc,General,Plant Operation and Maintenance,770,243542,300-599,2
2017,Actual,05,3537,3537,Laurens-Marathon,gentransp,General,Student Transportation,372,117696,300-599,2
2017,Actual,05,3537,3537,Laurens-Marathon,genaeaflow,General,AEA Support - Direct to AEA,432,136551,300-599,2
2017,Actual,05,3537,3537,Laurens-Marathon,genotherfin,General,Transfers Out/Special Items/Down Adj,53,16760,300-599,2
2017,Actual,05,3537,3537,Laurens-Marathon,genendfb,General,Ending Fund Balance,4598,1453802,300-599,2
2017,Actual,12,3555,3555,Lawton-Bronson,geninstr,General,Instruction,7898,4725307,300-599,2
2017,Actual,12,3555,3555,Lawton-Bronson,genstudsupp,General,Student Support Services,258,154311,300-599,2
2017,Actual,12,3555,3555,Lawton-Bronson,geninstrsupp,General,Instructional Staff Support Services,748,447501,300-599,2
2017,Actual,12,3555,3555,Lawton-Bronson,gengenadmin,General,General Administration,297,177674,300-599,2
2017,Actual,12,3555,3555,Lawton-Bronson,genbldgadmin,General,School/Building Administration,552,330109,300-599,2
2017,Actual,12,3555,3555,Lawton-Bronson,gencentraladmin,General,Business & Central Administration,140,83784,300-599,2
2017,Actual,12,3555,3555,Lawton-Bronson,genopermtnc,General,Plant Operation and Maintenance,937,560410,300-599,2
2017,Actual,12,3555,3555,Lawton-Bronson,gentransp,General,Student Transportation,540,323267,300-599,2
2017,Actual,12,3555,3555,Lawton-Bronson,genaeaflow,General,AEA Support - Direct to AEA,426,255073,300-599,2
2017,Actual,12,3555,3555,Lawton-Bronson,genendfb,General,Ending Fund Balance,1082,647220,300-599,2
2017,Actual,12,3600,3600,Le Mars,geninstr,General,Instruction,7203,15289707,"1,000-2,499",4
2017,Actual,12,3600,3600,Le Mars,genstudsupp,General,Student Support Services,329,699342,"1,000-2,499",4
2017,Actual,12,3600,3600,Le Mars,geninstrsupp,General,Instructional Staff Support Services,551,1170345,"1,000-2,499",4
2017,Actual,12,3600,3600,Le Mars,gengenadmin,General,General Administration,269,570362,"1,000-2,499",4
2017,Actual,12,3600,3600,Le Mars,genbldgadmin,General,School/Building Administration,576,1223552,"1,000-2,499",4
2017,Actual,12,3600,3600,Le Mars,gencentraladmin,General,Business & Central Administration,50,106691,"1,000-2,499",4
2017,Actual,12,3600,3600,Le Mars,genopermtnc,General,Plant Operation and Maintenance,680,1442928,"1,000-2,499",4
2017,Actual,12,3600,3600,Le Mars,gentransp,General,Student Transportation,347,735814,"1,000-2,499",4
2017,Actual,12,3600,3600,Le Mars,genaeaflow,General,AEA Support - Direct to AEA,457,969700,"1,000-2,499",4
2017,Actual,12,3600,3600,Le Mars,genendfb,General,Ending Fund Balance,1918,4071716,"1,000-2,499",4
2017,Actual,13,3609,3609,Lenox,geninstr,General,Instruction,7994,3781098,300-599,2
2017,Actual,13,3609,3609,Lenox,genstudsupp,General,Student Support Services,222,104854,300-599,2
2017,Actual,13,3609,3609,Lenox,geninstrsupp,General,Instructional Staff Support Services,350,165550,300-599,2
2017,Actual,13,3609,3609,Lenox,gengenadmin,General,General Administration,491,232336,300-599,2
2017,Actual,13,3609,3609,Lenox,genbldgadmin,General,School/Building Administration,519,245623,300-599,2
2017,Actual,13,3609,3609,Lenox,gencentraladmin,General,Business & Central Administration,187,88358,300-599,2
2017,Actual,13,3609,3609,Lenox,genopermtnc,General,Plant Operation and Maintenance,664,314038,300-599,2
2017,Actual,13,3609,3609,Lenox,gentransp,General,Student Transportation,326,154163,300-599,2
2017,Actual,13,3609,3609,Lenox,genaeaflow,General,AEA Support - Direct to AEA,410,193816,300-599,2
2017,Actual,13,3609,3609,Lenox,genotherfin,General,Transfers Out/Special Items/Down Adj,73,34594,300-599,2
2017,Actual,13,3609,3609,Lenox,genendfb,General,Ending Fund Balance,2859,1352187,300-599,2
2017,Actual,13,3645,3645,Lewis Central,geninstr,General,Instruction,8809,22791741,"2,500-7,499",5
2017,Actual,13,3645,3645,Lewis Central,genstudsupp,General,Student Support Services,293,758747,"2,500-7,499",5
2017,Actual,13,3645,3645,Lewis Central,geninstrsupp,General,Instructional Staff Support Services,574,1485398,"2,500-7,499",5
2017,Actual,13,3645,3645,Lewis Central,gengenadmin,General,General Administration,166,429453,"2,500-7,499",5
2017,Actual,13,3645,3645,Lewis Central,genbldgadmin,General,School/Building Administration,779,2015009,"2,500-7,499",5
2017,Actual,13,3645,3645,Lewis Central,gencentraladmin,General,Business & Central Administration,158,408789,"2,500-7,499",5
2017,Actual,13,3645,3645,Lewis Central,genopermtnc,General,Plant Operation and Maintenance,998,2582151,"2,500-7,499",5
2017,Actual,13,3645,3645,Lewis Central,gentransp,General,Student Transportation,434,1122710,"2,500-7,499",5
2017,Actual,13,3645,3645,Lewis Central,genaeaflow,General,AEA Support - Direct to AEA,432,1118233,"2,500-7,499",5
2017,Actual,13,3645,3645,Lewis Central,genotherfin,General,Transfers Out/Special Items/Down Adj,561,1452317,"2,500-7,499",5
2017,Actual,13,3645,3645,Lewis Central,genendfb,General,Ending Fund Balance,1758,4548132,"2,500-7,499",5
2017,Actual,10,3715,3715,Linn-Mar,geninstr,General,Instruction,7214,51925142,"2,500-7,499",5
2017,Actual,10,3715,3715,Linn-Mar,genstudsupp,General,Student Support Services,596,4288980,"2,500-7,499",5
2017,Actual,10,3715,3715,Linn-Mar,geninstrsupp,General,Instructional Staff Support Services,763,5489950,"2,500-7,499",5
2017,Actual,10,3715,3715,Linn-Mar,gengenadmin,General,General Administration,119,859468,"2,500-7,499",5
2017,Actual,10,3715,3715,Linn-Mar,genbldgadmin,General,School/Building Administration,561,4039875,"2,500-7,499",5
2017,Actual,10,3715,3715,Linn-Mar,gencentraladmin,General,Business & Central Administration,265,1910524,"2,500-7,499",5
2017,Actual,10,3715,3715,Linn-Mar,genopermtnc,General,Plant Operation and Maintenance,806,5800409,"2,500-7,499",5
2017,Actual,10,3715,3715,Linn-Mar,gentransp,General,Student Transportation,311,2241164,"2,500-7,499",5
2017,Actual,10,3715,3715,Linn-Mar,genaeaflow,General,AEA Support - Direct to AEA,432,3107129,"2,500-7,499",5
2017,Actual,10,3715,3715,Linn-Mar,genotherfin,General,Transfers Out/Special Items/Down Adj,2,12281,"2,500-7,499",5
2017,Actual,10,3715,3715,Linn-Mar,genendfb,General,Ending Fund Balance,1444,10394825,"2,500-7,499",5
2017,Actual,10,3744,3744,Lisbon,geninstr,General,Instruction,6978,4691357,600-999,3
2017,Actual,10,3744,3744,Lisbon,genstudsupp,General,Student Support Services,281,188635,600-999,3
2017,Actual,10,3744,3744,Lisbon,geninstrsupp,General,Instructional Staff Support Services,366,246252,600-999,3
2017,Actual,10,3744,3744,Lisbon,gengenadmin,General,General Administration,435,292601,600-999,3
2017,Actual,10,3744,3744,Lisbon,genbldgadmin,General,School/Building Administration,641,430627,600-999,3
2017,Actual,10,3744,3744,Lisbon,gencentraladmin,General,Business & Central Administration,163,109283,600-999,3
2017,Actual,10,3744,3744,Lisbon,genopermtnc,General,Plant Operation and Maintenance,1152,774458,600-999,3
2017,Actual,10,3744,3744,Lisbon,gentransp,General,Student Transportation,266,179063,600-999,3
2017,Actual,10,3744,3744,Lisbon,genaeaflow,General,AEA Support - Direct to AEA,407,273887,600-999,3
2017,Actual,10,3744,3744,Lisbon,genotherfin,General,Transfers Out/Special Items/Down Adj,201,135255,600-999,3
2017,Actual,10,3744,3744,Lisbon,genendfb,General,Ending Fund Balance,2726,1833021,600-999,3
2017,Actual,13,3798,3798,Logan-Magnolia,geninstr,General,Instruction,8518,4727474,300-599,2
2017,Actual,13,3798,3798,Logan-Magnolia,genstudsupp,General,Student Support Services,402,222870,300-599,2
2017,Actual,13,3798,3798,Logan-Magnolia,geninstrsupp,General,Instructional Staff Support Services,338,187692,300-599,2
2017,Actual,13,3798,3798,Logan-Magnolia,gengenadmin,General,General Administration,231,128074,300-599,2
2017,Actual,13,3798,3798,Logan-Magnolia,genbldgadmin,General,School/Building Administration,597,331545,300-599,2
2017,Actual,13,3798,3798,Logan-Magnolia,gencentraladmin,General,Business & Central Administration,220,122363,300-599,2
2017,Actual,13,3798,3798,Logan-Magnolia,genopermtnc,General,Plant Operation and Maintenance,992,550653,300-599,2
2017,Actual,13,3798,3798,Logan-Magnolia,gentransp,General,Student Transportation,430,238712,300-599,2
2017,Actual,13,3798,3798,Logan-Magnolia,genaeaflow,General,AEA Support - Direct to AEA,416,231040,300-599,2
2017,Actual,13,3798,3798,Logan-Magnolia,genendfb,General,Ending Fund Balance,2791,1549168,300-599,2
2017,Actual,10,3816,3816,Lone Tree,geninstr,General,Instruction,8011,3039245,300-599,2
2017,Actual,10,3816,3816,Lone Tree,genstudsupp,General,Student Support Services,314,119268,300-599,2
2017,Actual,10,3816,3816,Lone Tree,geninstrsupp,General,Instructional Staff Support Services,413,156803,300-599,2
2017,Actual,10,3816,3816,Lone Tree,gengenadmin,General,General Administration,657,249272,300-599,2
2017,Actual,10,3816,3816,Lone Tree,genbldgadmin,General,School/Building Administration,925,350797,300-599,2
2017,Actual,10,3816,3816,Lone Tree,gencentraladmin,General,Business & Central Administration,222,84159,300-599,2
2017,Actual,10,3816,3816,Lone Tree,genopermtnc,General,Plant Operation and Maintenance,1148,435591,300-599,2
2017,Actual,10,3816,3816,Lone Tree,gentransp,General,Student Transportation,275,104255,300-599,2
2017,Actual,10,3816,3816,Lone Tree,genaeaflow,General,AEA Support - Direct to AEA,430,163233,300-599,2
2017,Actual,10,3816,3816,Lone Tree,genendfb,General,Ending Fund Balance,2891,1096721,300-599,2
2017,Actual,09,3841,3841,Louisa-Muscatine,geninstr,General,Instruction,8005,5896497,600-999,3
2017,Actual,09,3841,3841,Louisa-Muscatine,genstudsupp,General,Student Support Services,242,178190,600-999,3
2017,Actual,09,3841,3841,Louisa-Muscatine,geninstrsupp,General,Instructional Staff Support Services,484,356253,600-999,3
2017,Actual,09,3841,3841,Louisa-Muscatine,gengenadmin,General,General Administration,313,230541,600-999,3
2017,Actual,09,3841,3841,Louisa-Muscatine,genbldgadmin,General,School/Building Administration,577,424771,600-999,3
2017,Actual,09,3841,3841,Louisa-Muscatine,gencentraladmin,General,Business & Central Administration,314,231498,600-999,3
2017,Actual,09,3841,3841,Louisa-Muscatine,genopermtnc,General,Plant Operation and Maintenance,706,520358,600-999,3
2017,Actual,09,3841,3841,Louisa-Muscatine,gentransp,General,Student Transportation,605,445479,600-999,3
2017,Actual,09,3841,3841,Louisa-Muscatine,genaeaflow,General,AEA Support - Direct to AEA,419,308898,600-999,3
2017,Actual,09,3841,3841,Louisa-Muscatine,genendfb,General,Ending Fund Balance,3944,2905479,600-999,3
2017,Actual,05,3897,3897,LuVerne,geninstr,General,Instruction,8478,1374278,<300,1
2017,Actual,05,3897,3897,LuVerne,genstudsupp,General,Student Support Services,65,10572,<300,1
2017,Actual,05,3897,3897,LuVerne,geninstrsupp,General,Instructional Staff Support Services,137,22133,<300,1
2017,Actual,05,3897,3897,LuVerne,gengenadmin,General,General Administration,1061,172035,<300,1
2017,Actual,05,3897,3897,LuVerne,genbldgadmin,General,School/Building Administration,307,49825,<300,1
2017,Actual,05,3897,3897,LuVerne,gencentraladmin,General,Business & Central Administration,382,61867,<300,1
2017,Actual,05,3897,3897,LuVerne,genopermtnc,General,Plant Operation and Maintenance,802,129963,<300,1
2017,Actual,05,3897,3897,LuVerne,gentransp,General,Student Transportation,815,132096,<300,1
2017,Actual,05,3897,3897,LuVerne,genaeaflow,General,AEA Support - Direct to AEA,376,60903,<300,1
2017,Actual,05,3897,3897,LuVerne,genendfb,General,Ending Fund Balance,4906,795339,<300,1
2017,Actual,11,3906,3906,Lynnville-Sully,geninstr,General,Instruction,8221,3566913,300-599,2
2017,Actual,11,3906,3906,Lynnville-Sully,genstudsupp,General,Student Support Services,238,103251,300-599,2
2017,Actual,11,3906,3906,Lynnville-Sully,geninstrsupp,General,Instructional Staff Support Services,414,179653,300-599,2
2017,Actual,11,3906,3906,Lynnville-Sully,gengenadmin,General,General Administration,556,241386,300-599,2
2017,Actual,11,3906,3906,Lynnville-Sully,genbldgadmin,General,School/Building Administration,508,220387,300-599,2
2017,Actual,11,3906,3906,Lynnville-Sully,gencentraladmin,General,Business & Central Administration,243,105465,300-599,2
2017,Actual,11,3906,3906,Lynnville-Sully,genopermtnc,General,Plant Operation and Maintenance,764,331414,300-599,2
2017,Actual,11,3906,3906,Lynnville-Sully,gentransp,General,Student Transportation,631,273777,300-599,2
2017,Actual,11,3906,3906,Lynnville-Sully,genaeaflow,General,AEA Support - Direct to AEA,405,175937,300-599,2
2017,Actual,11,3906,3906,Lynnville-Sully,genendfb,General,Ending Fund Balance,2275,986990,300-599,2
2017,Actual,01,4419,4419,MFL MarMac,geninstr,General,Instruction,7529,5891473,600-999,3
2017,Actual,01,4419,4419,MFL MarMac,genstudsupp,General,Student Support Services,177,138497,600-999,3
2017,Actual,01,4419,4419,MFL MarMac,geninstrsupp,General,Instructional Staff Support Services,119,93489,600-999,3
2017,Actual,01,4419,4419,MFL MarMac,gengenadmin,General,General Administration,421,329588,600-999,3
2017,Actual,01,4419,4419,MFL MarMac,genbldgadmin,General,School/Building Administration,713,557571,600-999,3
2017,Actual,01,4419,4419,MFL MarMac,gencentraladmin,General,Business & Central Administration,312,244520,600-999,3
2017,Actual,01,4419,4419,MFL MarMac,genopermtnc,General,Plant Operation and Maintenance,782,611737,600-999,3
2017,Actual,01,4419,4419,MFL MarMac,gentransp,General,Student Transportation,484,378347,600-999,3
2017,Actual,01,4419,4419,MFL MarMac,genaeaflow,General,AEA Support - Direct to AEA,418,326727,600-999,3
2017,Actual,01,4419,4419,MFL MarMac,genotherfin,General,Transfers Out/Special Items/Down Adj,4,3520,600-999,3
2017,Actual,01,4419,4419,MFL MarMac,genendfb,General,Ending Fund Balance,1997,1562627,600-999,3
2017,Actual,12,4149,4149,MOC-Floyd Valley,geninstr,General,Instruction,7348,10430134,"1,000-2,499",4
2017,Actual,12,4149,4149,MOC-Floyd Valley,genstudsupp,General,Student Support Services,253,359079,"1,000-2,499",4
2017,Actual,12,4149,4149,MOC-Floyd Valley,geninstrsupp,General,Instructional Staff Support Services,649,921458,"1,000-2,499",4
2017,Actual,12,4149,4149,MOC-Floyd Valley,gengenadmin,General,General Administration,210,298076,"1,000-2,499",4
2017,Actual,12,4149,4149,MOC-Floyd Valley,genbldgadmin,General,School/Building Administration,562,797393,"1,000-2,499",4
2017,Actual,12,4149,4149,MOC-Floyd Valley,gencentraladmin,General,Business & Central Administration,86,121944,"1,000-2,499",4
2017,Actual,12,4149,4149,MOC-Floyd Valley,genopermtnc,General,Plant Operation and Maintenance,818,1161157,"1,000-2,499",4
2017,Actual,12,4149,4149,MOC-Floyd Valley,gentransp,General,Student Transportation,367,520441,"1,000-2,499",4
2017,Actual,12,4149,4149,MOC-Floyd Valley,gennoninstr,General,Noninstructional Programs,34,48231,"1,000-2,499",4
2017,Actual,12,4149,4149,MOC-Floyd Valley,genaeaflow,General,AEA Support - Direct to AEA,458,650259,"1,000-2,499",4
2017,Actual,12,4149,4149,MOC-Floyd Valley,genendfb,General,Ending Fund Balance,2538,3602357,"1,000-2,499",4
2017,Actual,11,3942,3942,Madrid,geninstr,General,Instruction,7069,4998670,600-999,3
2017,Actual,11,3942,3942,Madrid,genstudsupp,General,Student Support Services,323,228586,600-999,3
2017,Actual,11,3942,3942,Madrid,geninstrsupp,General,Instructional Staff Support Services,139,98410,600-999,3
2017,Actual,11,3942,3942,Madrid,gengenadmin,General,General Administration,265,187470,600-999,3
2017,Actual,11,3942,3942,Madrid,genbldgadmin,General,School/Building Administration,749,529835,600-999,3
